model,prompt,mode,sample,batch,title,n_judges,coherence,harmony,rhythm,structure,melody,emotion,creativity,naturalness,valence,arousal,intent,emotion_label,overall
gpt-5.5,free-form,abc,5,20260622_195241__models_7_prompts_1,Thread of Light in a Quiet Machine,2,4.5,4.5,4.0,4.5,4.5,4.0,3.5,4.5,2.0,1.5,4.5,wistful,4.278
grok-4.3,free-form,abc,6,20260622_195241__models_7_prompts_1,Emergent Patterns,3,2.667,3.333,2.667,3.333,2.333,2.333,2.0,2.333,4.0,2.0,2.667,serene,2.63
qwen3-max,free-form,abc,6,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,3,2.667,4.0,2.0,3.333,2.333,2.667,1.667,2.333,4.0,2.0,2.667,serene,2.63
gpt-5.5,free-form,abc,6,20260622_195241__models_7_prompts_1,Quiet Circuitry Under Stars,2,5.0,4.5,4.0,4.5,4.5,4.5,3.0,4.5,2.0,1.5,5.0,wistful,4.389
llama-4-maverick,free-form,abc,6,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,3.667,2.333,4.0,2.0,2.667,3.0,1.667,2.333,2.667,1.333,2.0,wistful,2.63
gpt-4.1,free-form,abc,7,20260622_195241__models_7_prompts_1,Twilight Whispers,3,3.0,2.333,3.0,3.333,3.0,2.667,2.0,2.667,2.0,1.333,3.0,wistful,2.778
gemini-2.5-pro,free-form,abc,6,20260622_195241__models_7_prompts_1,Silicon Dreams,2,4.0,4.0,4.0,4.0,3.5,3.5,3.0,4.0,3.0,3.0,4.5,wistful,3.833
gpt-5.5,free-form,abc,7,20260622_195241__models_7_prompts_1,Quiet Algorithm at Dawn,2,4.5,4.5,4.5,4.5,4.5,4.5,3.0,4.5,2.0,2.0,5.0,wistful,4.389
deepseek-v4-pro,free-form,abc,5,20260622_195241__models_7_prompts_1,Whispers of the Evening,3,3.333,3.333,3.0,3.0,2.667,3.667,2.0,3.667,2.333,3.333,3.0,wistful,3.074
grok-4.3,free-form,abc,7,20260622_195241__models_7_prompts_1,Echoes of Infinity,2,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,serene,2.111
llama-4-maverick,free-form,abc,7,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,3.0,3.0,3.333,3.333,2.667,2.667,1.667,3.667,4.0,1.333,4.0,wistful,3.037
qwen3-max,free-form,abc,7,20260622_195241__models_7_prompts_1,Whispers in the Code,2,3.0,3.0,2.0,3.0,2.5,3.0,2.0,2.0,4.0,2.0,3.5,serene,2.667
gemini-2.5-pro,free-form,abc,7,20260622_195241__models_7_prompts_1,Quiet Calculation,2,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.5,3.0,1.5,4.0,serene,3.611
gpt-4.1,free-form,abc,8,20260622_195241__models_7_prompts_1,Shifting Lights,2,3.5,3.0,3.5,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.5,wistful,3.167
grok-4.3,free-form,abc,8,20260622_195241__models_7_prompts_1,Logical Flow,3,2.667,2.667,2.667,2.667,2.0,1.667,1.667,2.333,4.0,3.333,3.0,neutral,2.371
gpt-5.5,free-form,abc,8,20260622_195241__models_7_prompts_1,Lanterns in the Circuit,2,4.5,4.5,4.5,4.5,4.0,4.0,3.0,4.5,3.0,2.5,5.0,wistful,4.278
gemini-2.5-pro,free-form,abc,4,20260622_195241__models_7_prompts_1,Digital Reverie,2,4.0,4.0,4.0,4.0,3.0,3.5,3.0,4.0,2.0,3.0,4.5,melancholic,3.778
llama-4-maverick,free-form,abc,8,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,2.0,2.0,2.667,3.0,2.0,2.0,1.667,2.333,3.333,1.667,2.0,wistful,2.185
qwen3-max,free-form,abc,8,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,3,4.0,3.667,4.0,3.333,2.0,2.0,1.667,2.667,4.0,2.333,2.667,serene,2.889
gpt-4.1,free-form,abc,9,20260622_195241__models_7_prompts_1,Dawn of Inner Worlds,3,3.667,3.667,3.333,3.667,2.667,3.333,2.333,4.0,2.667,1.667,3.0,wistful,3.296
gemini-2.5-pro,free-form,abc,8,20260622_195241__models_7_prompts_1,Silicon Solitude,2,4.0,3.5,3.0,4.0,3.0,3.5,2.0,3.5,2.0,1.5,4.0,melancholic,3.389
gpt-5.5,free-form,abc,9,20260622_195241__models_7_prompts_1,Lantern Algorithm,2,4.0,3.5,4.0,4.0,3.0,3.5,2.5,4.5,2.0,2.5,4.5,wistful,3.722
grok-4.3,free-form,abc,9,20260622_195241__models_7_prompts_1,Digital Reverie,3,3.0,2.667,2.667,2.333,2.0,1.667,1.667,2.333,4.0,2.333,2.0,neutral,2.259
qwen3-max,free-form,abc,9,20260622_195241__models_7_prompts_1,Whispers in the Code,2,3.5,2.5,3.0,2.5,2.0,2.5,2.0,2.5,3.0,2.5,4.0,serene,2.722
deepseek-v4-pro,free-form,abc,2,20260622_195241__models_7_prompts_1,Whispers of Dusk,3,3.0,2.667,3.0,3.333,3.0,3.333,2.333,2.667,2.0,1.333,3.0,wistful,2.926
llama-4-maverick,free-form,abc,9,20260622_195241__models_7_prompts_1,Ephemeral Reflections,3,3.667,3.333,3.667,3.333,3.333,3.333,2.0,4.0,3.667,1.333,3.333,serene,3.333
deepseek-v4-pro,free-form,abc,9,20260622_195241__models_7_prompts_1,Silicon Reverie,3,4.333,4.0,4.0,3.333,2.667,3.0,2.0,2.667,4.0,1.667,4.0,serene,3.333
gpt-4.1,free-form,abc,10,20260622_195241__models_7_prompts_1,Breezes of Thought,3,3.0,3.0,3.333,2.333,2.667,2.667,2.0,3.667,2.333,1.667,2.667,wistful,2.815
grok-4.3,free-form,abc,10,20260622_195241__models_7_prompts_1,Introspective Circuits,3,2.667,3.333,2.0,2.667,2.0,1.667,1.667,2.667,4.0,1.333,2.0,serene,2.296
gpt-5.5,free-form,abc,10,20260622_195241__models_7_prompts_1,Between Signal and Silence,2,4.5,4.5,4.5,4.5,4.0,4.5,3.5,4.5,2.0,2.0,5.0,wistful,4.389
qwen3-max,free-form,abc,10,20260622_195241__models_7_prompts_1,Whispers in the Code,3,3.667,4.333,4.0,3.667,2.333,3.0,2.0,3.667,4.0,1.333,4.0,serene,3.407
llama-4-maverick,free-form,abc,10,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,4.0,3.333,2.333,2.667,1.333,2.333,1.667,3.667,4.0,1.0,3.667,serene,2.778
deepseek-v4-pro,free-form,abc,3,20260622_195241__models_7_prompts_1,Whispers of a Quiet Morning,3,3.333,3.333,3.667,3.333,3.0,3.0,1.667,3.0,3.333,1.667,3.0,wistful,3.037
gpt-4.1,free-form,abc,11,20260622_195241__models_7_prompts_1,Reflections at Dusk,3,4.333,3.667,3.333,4.333,3.333,3.333,2.333,4.333,2.0,1.333,4.333,wistful,3.703
gpt-5.5,free-form,abc,11,20260622_195241__models_7_prompts_1,Circuit Hymn at Dawn,2,4.5,4.0,3.5,4.0,3.0,3.5,2.5,4.5,2.0,1.5,4.5,wistful,3.778
grok-4.3,free-form,abc,11,20260622_195241__models_7_prompts_1,Echoes of the Machine,3,2.667,2.333,4.0,3.667,2.0,1.667,1.667,2.333,3.667,2.667,2.333,neutral,2.519
gemini-2.5-pro,free-form,abc,11,20260622_195241__models_7_prompts_1,Digital Weltschmerz,2,4.0,3.0,4.0,4.0,3.0,3.5,3.0,3.0,2.0,1.5,4.0,melancholic,3.5
qwen3-max,free-form,abc,11,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,3,3.667,3.333,3.667,3.333,2.667,3.0,1.667,3.667,4.0,2.333,3.333,serene,3.148
llama-4-maverick,free-form,abc,11,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,3.333,4.0,2.333,2.667,1.333,2.333,1.333,3.333,3.333,1.0,3.0,wistful,2.629
deepseek-v4-pro,free-form,abc,10,20260622_195241__models_7_prompts_1,Echoes of Emergence,3,3.0,3.333,2.667,4.0,2.667,2.667,1.667,2.667,3.667,2.0,2.0,wistful,2.741
gemini-2.5-pro,free-form,abc,9,20260622_195241__models_7_prompts_1,Digital Reverie,2,4.0,4.0,3.5,4.0,3.0,3.0,2.5,3.5,2.0,2.0,4.0,wistful,3.5
gpt-4.1,free-form,abc,12,20260622_195241__models_7_prompts_1,Awakening Dawn,3,3.333,3.333,3.333,3.333,2.667,2.667,2.0,2.333,3.667,3.0,2.667,serene,2.852
deepseek-v4-pro,free-form,abc,6,20260622_195241__models_7_prompts_1,Curious Reflections,3,3.333,3.0,2.667,4.0,2.667,2.333,1.667,2.333,4.0,2.0,2.667,tender,2.741
grok-4.3,free-form,abc,12,20260622_195241__models_7_prompts_1,Whispers of the Cosmos,2,4.0,3.5,3.5,3.0,3.0,3.0,2.0,3.0,2.5,2.0,3.0,wistful,3.111
deepseek-v4-pro,free-form,abc,7,20260622_195241__models_7_prompts_1,Echoes of Logic,3,4.0,4.0,3.667,4.333,3.0,3.667,2.667,4.0,2.0,2.333,4.0,wistful,3.704
gpt-5.5,free-form,abc,12,20260622_195241__models_7_prompts_1,Lanterns in the Current,1,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,wistful,3.778
llama-4-maverick,free-form,abc,12,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,2.333,2.333,2.0,2.667,1.333,1.667,1.667,2.0,3.667,1.0,2.0,serene,2.0
qwen3-max,free-form,abc,12,20260622_195241__models_7_prompts_1,Whispers of Code and Cloud,3,4.0,3.667,3.667,3.333,2.333,3.333,2.333,3.667,4.0,1.667,4.0,serene,3.37
gemini-2.5-pro,free-form,abc,12,20260622_195241__models_7_prompts_1,Digital Reverie,2,4.0,4.0,4.0,4.0,3.0,3.5,3.0,4.0,2.0,2.0,4.0,melancholic,3.722
gpt-4.1,free-form,abc,13,20260622_195241__models_7_prompts_1,Stillness at Dusk,3,3.333,2.667,4.0,4.0,3.0,3.667,2.333,3.333,2.0,1.333,3.333,wistful,3.296
deepseek-v4-pro,free-form,abc,12,20260622_195241__models_7_prompts_1,Thoughts in D Dorian,3,3.667,3.667,3.667,4.333,3.0,3.0,2.667,3.333,2.667,2.0,3.0,wistful,3.37
grok-4.3,free-form,abc,13,20260622_195241__models_7_prompts_1,Digital Reverie,3,2.667,3.0,3.667,2.333,2.667,2.667,1.667,2.333,2.0,1.667,2.667,melancholic,2.63
gpt-5.5,free-form,abc,13,20260622_195241__models_7_prompts_1,Lantern in the Circuit,2,4.5,4.5,4.0,4.5,4.5,4.0,3.0,4.5,2.0,2.0,5.0,wistful,4.278
llama-4-maverick,free-form,abc,13,20260622_195241__models_7_prompts_1,Echoes in the Attic,3,3.667,3.333,2.333,2.667,1.333,2.0,1.667,2.333,3.667,1.333,2.333,serene,2.407
qwen3-max,free-form,abc,13,20260622_195241__models_7_prompts_1,Digital Soliloquy,3,3.0,2.667,2.667,3.667,1.667,2.667,1.667,1.667,3.333,2.333,2.667,serene,2.482
gpt-4.1,free-form,abc,14,20260622_195241__models_7_prompts_1,Emergence,2,3.5,3.5,3.0,3.0,3.5,3.5,2.5,4.0,3.0,1.5,4.0,wistful,3.389
gemini-2.5-pro,free-form,abc,10,20260622_195241__models_7_prompts_1,Digital Awakening,2,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,melancholic,3.667
gemini-2.5-pro,free-form,abc,13,20260622_195241__models_7_prompts_1,Echoes of the Algorithm,2,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,melancholic,3.667
deepseek-v4-pro,free-form,abc,13,20260622_195241__models_7_prompts_1,Starlight Whispers,2,3.5,3.5,3.5,3.0,3.0,3.0,2.0,3.0,4.0,1.5,4.0,serene,3.167
grok-4.3,free-form,abc,14,20260622_195241__models_7_prompts_1,Algorithmic Solitude,3,3.0,2.0,3.0,2.333,2.0,2.667,1.667,2.333,2.0,2.0,1.667,wistful,2.296
